iter	Accuracy	MultiClass
103	0.9960949543	0.02090994387
104	0.9960949543	0.02069160716
105	0.9960949543	0.02050978551
106	0.9960949543	0.02028644461
107	0.9960949543	0.02008399253
108	0.9960949543	0.01992724921
109	0.9960949543	0.01984429363
110	0.9959921899	0.01964315289
111	0.9959921899	0.0194513497
112	0.9959921899	0.01937570194
113	0.9959921899	0.01920805378
114	0.9959921899	0.01909020821
115	0.9959921899	0.01894631496
116	0.9959921899	0.01884946963
117	0.9959921899	0.01873322405
118	0.9959921899	0.01864809026
119	0.9959921899	0.01854042657
120	0.9959921899	0.01844883054
121	0.9959921899	0.0183436909
122	0.9960949543	0.01825194793
123	0.9959921899	0.01817509062
124	0.9959921899	0.01809474176
125	0.9960949543	0.01801840591
126	0.9960949543	0.01794621054
127	0.9960949543	0.01785649949
128	0.9960949543	0.01780588625
129	0.9960949543	0.01773934441
130	0.9960949543	0.01767643786
131	0.9960949543	0.01759598654
132	0.9960949543	0.01748409573
133	0.9960949543	0.01738744481
134	0.9960949543	0.01732003672
135	0.9960949543	0.01726470888
136	0.9960949543	0.01720174786
137	0.9960949543	0.01715648039
138	0.9960949543	0.0171010459
139	0.9960949543	0.01704414563
140	0.9960949543	0.01699766066
141	0.9960949543	0.01691679186
142	0.9960949543	0.01685899148
143	0.9960949543	0.01679486931
144	0.9960949543	0.0167091761
145	0.9960949543	0.01666440879
146	0.9961977186	0.01661289388
147	0.9961977186	0.0165608775
148	0.9961977186	0.01651057972
149	0.9961977186	0.01646964703
150	0.9961977186	0.01641941928
151	0.9961977186	0.01632235168
152	0.9961977186	0.01627664342
153	0.996300483	0.01622369369
154	0.9961977186	0.01618321776
155	0.996300483	0.01610258986
156	0.996300483	0.01605972482
157	0.996300483	0.01601763238
158	0.9961977186	0.01596534444
159	0.996300483	0.01593593189
160	0.996300483	0.01589570193
161	0.9961977186	0.01586284405
162	0.996300483	0.01582226474
163	0.9961977186	0.01577869809
164	0.9961977186	0.01571119811
165	0.9961977186	0.01565364053
166	0.9960949543	0.01562003524
167	0.9960949543	0.01559989379
168	0.9960949543	0.01555994215
169	0.9960949543	0.01551523453
170	0.9960949543	0.01547811153
171	0.9960949543	0.01546066901
172	0.9961977186	0.01543060713
173	0.9961977186	0.01541456197
174	0.9961977186	0.0153512508
175	0.9961977186	0.01526212678
176	0.9961977186	0.01520925074
177	0.9961977186	0.01519593723
178	0.9961977186	0.01517587811
179	0.9961977186	0.01514139012
180	0.9961977186	0.01511049323
181	0.9961977186	0.01507441308
182	0.9961977186	0.0150249734
183	0.9961977186	0.01498643232
184	0.996300483	0.01492854348
185	0.996300483	0.01490050848
186	0.996300483	0.01487125817
187	0.996300483	0.01483506694
188	0.996300483	0.01478368752
189	0.996300483	0.01475674243
190	0.9961977186	0.01470236585
191	0.996300483	0.0146705157
192	0.996300483	0.01464407511
193	0.996300483	0.01459196964
194	0.996300483	0.0145769412
195	0.996300483	0.01454496902
196	0.996300483	0.01451604224
197	0.9961977186	0.0144804045
198	0.9961977186	0.01446229974
199	0.9961977186	0.01441746007
200	0.9961977186	0.01438131426
201	0.9961977186	0.0143293593
202	0.9961977186	0.01428163666
203	0.9961977186	0.01424149323
204	0.9961977186	0.0142167821
205	0.9961977186	0.01419277971
206	0.9961977186	0.01415612944
207	0.996300483	0.01412416324
208	0.996300483	0.0140870325
209	0.996300483	0.01406012086
210	0.996300483	0.01404198163
211	0.996300483	0.01402232726
212	0.9964032474	0.01399908795
213	0.9964032474	0.01397214078
214	0.9964032474	0.01394117092
215	0.9964032474	0.01391577896
216	0.9964032474	0.01389493358
217	0.9964032474	0.01386535022
218	0.9964032474	0.01382777826
219	0.9964032474	0.01378229865
220	0.9964032474	0.01376040141
221	0.9964032474	0.01373337491
222	0.996300483	0.01370463079
223	0.996300483	0.01368197426
224	0.996300483	0.01366110555
225	0.9964032474	0.0136378656
226	0.9964032474	0.01359486432
227	0.9964032474	0.01357774024
228	0.9964032474	0.01354287359
229	0.996300483	0.01351848138
230	0.996300483	0.01349587164
231	0.9965060117	0.01346660612
232	0.9965060117	0.01343471965
233	0.9965060117	0.01341444776
234	0.9965060117	0.01338861728
235	0.9966087761	0.01333983352
236	0.9966087761	0.01329448796
237	0.9965060117	0.01326424755
238	0.9966087761	0.01324228723
239	0.9965060117	0.01320327169
240	0.9966087761	0.01316089235
241	0.9967115404	0.01313926478
242	0.9967115404	0.01312147562
243	0.9967115404	0.01309051243
244	0.9966087761	0.01307343003
245	0.9967115404	0.01304717032
246	0.9967115404	0.01302393425
247	0.9967115404	0.01299710979
248	0.9967115404	0.01297754036
249	0.9967115404	0.01295422755
250	0.9967115404	0.012928696
251	0.9967115404	0.01290982021
252	0.9967115404	0.01288781081
253	0.9967115404	0.01288144191
254	0.9967115404	0.01285519627
255	0.9967115404	0.0128264681
256	0.9967115404	0.01279994762
257	0.9967115404	0.01276840162
258	0.9967115404	0.0127462299
259	0.9967115404	0.01271901759
260	0.9967115404	0.01269911906
261	0.9967115404	0.01267151431
262	0.9967115404	0.01265368518
263	0.9966087761	0.01262889495
264	0.9967115404	0.01260837651
265	0.9967115404	0.01258371342
266	0.9967115404	0.01256590996
267	0.9966087761	0.01254604351
268	0.9967115404	0.01251705411
269	0.9967115404	0.01250175496
270	0.9967115404	0.01248374992
271	0.9967115404	0.01245136068
272	0.9967115404	0.01243861402
273	0.9967115404	0.0124303026
274	0.9967115404	0.01240005268
275	0.9967115404	0.01236795501
276	0.9967115404	0.01235680017
277	0.9967115404	0.01233547686
278	0.9967115404	0.01231697081
279	0.9967115404	0.01229751826
280	0.9967115404	0.01227696066
281	0.9967115404	0.01224852401
282	0.9967115404	0.01222236253
283	0.9967115404	0.01218784493
284	0.9967115404	0.01216030562
285	0.9968143048	0.01214155957
286	0.9967115404	0.01211892243
287	0.9968143048	0.01209636349
288	0.9968143048	0.0120730715
289	0.9968143048	0.0120487584
290	0.9968143048	0.01202954735
291	0.9969170692	0.01201135134
292	0.9969170692	0.01199018498
293	0.9969170692	0.0119746588
294	0.9969170692	0.01195335598
295	0.9969170692	0.011933754
296	0.9969170692	0.01191460654
297	0.9969170692	0.01188948173
298	0.9969170692	0.0118644069
299	0.9969170692	0.01184886598
300	0.9969170692	0.0118262091
301	0.9969170692	0.01181205682
302	0.9969170692	0.01179174284
303	0.9969170692	0.01177263451
304	0.9969170692	0.01175819836
305	0.9969170692	0.01173497685
306	0.9969170692	0.01171953898
307	0.9969170692	0.0117067859
308	0.9970198335	0.01168326332
309	0.9970198335	0.01166690138
310	0.9970198335	0.0116391022
311	0.9970198335	0.0116267632
312	0.9970198335	0.01161326307
313	0.9970198335	0.01157745117
314	0.9970198335	0.01156002198
315	0.9969170692	0.01154424816
316	0.9970198335	0.01151579051
317	0.9970198335	0.01147840775
318	0.9970198335	0.01146776149
319	0.9970198335	0.01144987042
320	0.9970198335	0.01142506063
321	0.9970198335	0.01140740969
322	0.9970198335	0.01138440132
323	0.9970198335	0.01137572416
324	0.9970198335	0.01133963591
325	0.9970198335	0.01131790311
326	0.9970198335	0.01130158217
327	0.9970198335	0.01129048216
328	0.9970198335	0.01127439213
329	0.9970198335	0.01125565127
330	0.9970198335	0.01123629245
331	0.9970198335	0.01121573851
332	0.9970198335	0.01120094477
333	0.9970198335	0.01118405422
334	0.9970198335	0.0111668963
335	0.9970198335	0.01115418253
336	0.9970198335	0.01113880741
337	0.9970198335	0.0111198792
338	0.9970198335	0.01109464017
339	0.9970198335	0.01106912757
340	0.9970198335	0.01105770924
341	0.9970198335	0.01104219299
342	0.9970198335	0.01102802335
343	0.9970198335	0.0110092533
344	0.9970198335	0.010998536
345	0.9970198335	0.01097378391
346	0.9970198335	0.01095328709
347	0.9970198335	0.01093085135
348	0.9970198335	0.01091975003
349	0.9970198335	0.01089910686
350	0.9970198335	0.01087950981
351	0.9970198335	0.01085472312
352	0.9971225979	0.01083148089
353	0.9971225979	0.01081526075
354	0.9972253622	0.01079890875
355	0.9970198335	0.01078516606
356	0.9971225979	0.01077365578
357	0.9971225979	0.01076005085
358	0.9971225979	0.01074110603
359	0.9972253622	0.01072279503
360	0.9972253622	0.01071599639
361	0.9972253622	0.01070137729
362	0.9972253622	0.01068044978
363	0.9971225979	0.01067132707
364	0.9972253622	0.01065010592
365	0.9971225979	0.01063618257
366	0.9972253622	0.01061629026
367	0.9972253622	0.01060522888
368	0.9972253622	0.01058775767
369	0.9972253622	0.01057441943
370	0.9972253622	0.0105637572
371	0.9972253622	0.01055136818
372	0.9971225979	0.01053611943
373	0.9972253622	0.01052592904
374	0.9972253622	0.01050649526
375	0.9972253622	0.0104900911
376	0.9972253622	0.01047007909
377	0.9972253622	0.01045441272
378	0.9972253622	0.01043503853
379	0.9972253622	0.01042908367
380	0.9972253622	0.01042276808
381	0.9972253622	0.0104065022
382	0.9972253622	0.01038542517
383	0.9972253622	0.01037949721
384	0.9972253622	0.01036974148
385	0.9972253622	0.01034355313
386	0.9972253622	0.0103300866
387	0.9972253622	0.01031161601
388	0.9972253622	0.01029560043
389	0.9972253622	0.01028329019
390	0.9972253622	0.01026475664
391	0.9972253622	0.01024035289
392	0.9972253622	0.01022016639
393	0.9972253622	0.01020523882
394	0.9972253622	0.01019415729
395	0.9972253622	0.01017985649
396	0.9972253622	0.01016343122
397	0.9972253622	0.01014011948
398	0.9972253622	0.01013402263
399	0.9972253622	0.0101220379
400	0.9972253622	0.01009636376
401	0.9972253622	0.01007370152
402	0.9972253622	0.01005719805
403	0.9973281266	0.01004064529
404	0.9973281266	0.01002864126
405	0.9973281266	0.01001666182
406	0.9973281266	0.01000243355
407	0.9973281266	0.0099938309
408	0.9973281266	0.009975671466
409	0.9973281266	0.009963747791
410	0.9973281266	0.009954447972
411	0.9973281266	0.009938837738
412	0.9973281266	0.009922848172
413	0.9973281266	0.009908030388
414	0.9973281266	0.009894723651
415	0.9973281266	0.009878374055
416	0.9973281266	0.009858019098
417	0.9973281266	0.009846359566
418	0.9973281266	0.009835862913
419	0.9973281266	0.009819133518
420	0.9973281266	0.009806097293
421	0.9973281266	0.009790973555
422	0.9973281266	0.009781321246
423	0.9973281266	0.009768793388
424	0.9973281266	0.009747520252
425	0.9973281266	0.009732495232
426	0.9973281266	0.009718127869
427	0.9973281266	0.009699815425
428	0.9973281266	0.009686369599
429	0.997430891	0.009678442015
430	0.997430891	0.009662368997
431	0.997430891	0.009645391479
432	0.997430891	0.009623721701
433	0.997430891	0.00961089024
434	0.997430891	0.009593701154
435	0.997430891	0.009577672764
436	0.997430891	0.00956263044
437	0.997430891	0.009550227938
438	0.997430891	0.009539488165
439	0.997430891	0.009520482389
440	0.997430891	0.00951162825
441	0.997430891	0.009499240847
442	0.997430891	0.009485347022
443	0.997430891	0.009471341263
444	0.997430891	0.009462216411
445	0.997430891	0.009447811908
446	0.997430891	0.009434352303
447	0.997430891	0.009422041953
448	0.997430891	0.009409316516
449	0.997430891	0.009395776475
450	0.997430891	0.009384957688
451	0.997430891	0.009364793701
452	0.997430891	0.009353035521
453	0.997430891	0.009339839477
454	0.997430891	0.009328092006
455	0.997430891	0.009311508079
456	0.997430891	0.009296865995
457	0.997430891	0.009284391514
458	0.9975336553	0.009269240907
459	0.997430891	0.009254510452
460	0.997430891	0.009243702814
461	0.997430891	0.009235450444
462	0.997430891	0.009223750715
463	0.997430891	0.009216600286
464	0.9975336553	0.009208709012
465	0.997430891	0.009199192731
466	0.9975336553	0.009186247527
467	0.9975336553	0.009171285235
468	0.9975336553	0.009162954813
469	0.9975336553	0.009144201641
470	0.9975336553	0.009134136819
471	0.9975336553	0.009124442466
472	0.9975336553	0.0091143557
473	0.9975336553	0.009103948672
474	0.9975336553	0.009093033355
475	0.9975336553	0.009081940727
476	0.9975336553	0.009070010748
477	0.997430891	0.009060835379
478	0.9975336553	0.009039719465
479	0.9975336553	0.00903161724
480	0.9975336553	0.009025575915
481	0.9975336553	0.00901509851
482	0.9975336553	0.009001346643
483	0.9975336553	0.008986003203
484	0.9975336553	0.00897685882
485	0.9975336553	0.00896648082
486	0.9975336553	0.008959911622
487	0.9975336553	0.008944942684
488	0.9975336553	0.008933314199
489	0.9975336553	0.008919194444
490	0.9975336553	0.008908923248
491	0.9975336553	0.008897146966
492	0.9975336553	0.00889158294
493	0.9975336553	0.008882643327
494	0.9975336553	0.008875745078
495	0.9975336553	0.008872151017
496	0.9975336553	0.008854436454
497	0.9975336553	0.008846889959
498	0.9975336553	0.008830352128
499	0.9975336553	0.008821352413
